tweet_preprocessed;label
bapak anies bukan dulu dekat  sby biar jd presiden eh gagal malah dekat  jokowi biar jadi menteri lucu pak;
padahl debat dua suruh lebih sopan santun  sindir  kpu  nyata pasang kayak anak kecil;
smga aja debat  akn lebh bijak lgi krna  bkn ajang untk buli dn nilai yg sdh berjaln tpi  bth tjuan kdpnnya;
hbs nonton debat ahok paling pny mampu pimpin jakarta tp syg sbg muslim sy tk blh pilih hrp menang;
salah data kok bilang cerdas;
debat pilgub dki siapa  paling layak jadi gubwagub dki;
reklamasi ngotot dijalanin biar  kontribusi tambah  teman sendiri  ga;
cek dulu fakta baru kejangkejang kemudian;
teori  sm aja bahkan rakyat   jawab  yg sm  realisasi kerja yg lihat;
cuma jd ajang review kerja ko ahok doang mau gmn  yg   menang simpati belaka;
hahahakocak lihat tingkah;
mas agus  bukan srimulat lho wkwkwkwk;
paslon nyinyir dominasi malem  rekor;
mana mana sama sekali ga  yg kongkrit;
jauh  momen paling lucu adl  tanya   tanya;
lawa hari  paslon jadi tengah bu silvy  diisengin pak anies;
salut deh yg bagi audio turun volume mic bu sylvi krn waktu memang sdh habis;
jadi tanya annya apa bu sylvi;
tanya baik  mpok rentet kalimat  tanya yg lagimas anis yg  jawab;
tanggap djarot  perlu lima tahun    tunjuk anak dki unggul;
 lihat kualitas maklum orang baru mau jadi serentak;
makin mantap pilih no;
ngomong apa sihh point ga jelas ga kongkrit tanya gmn cara bangun rusun malah bilang yg ga jelas;
 ingetin sama pak presiden nih geser bukan gusur;
leh uga nih acara;
tanggap djarot  optimistis apm jakarta  tingkat;
xmen jelas bu sylvi kpanjangan prtnyaan blum kluar tp sy ngerti mksud bu silby hehe blablabla;
dear  istilah yg tepat ;
kapan jelas ikut cara sampai  warga  kaya cantik baik semua paling jelas;
silvi  anies waktu habis cewe selalu benar  selalu  erti peka dong;
apa tanya nya ibu silpi wkwkw ngakak;
geser sedikit bukan gusur kata woy  bangun ga punya kaki canda sekali paslon ;
jadi pertanyaannyaaaaa apaaaaa;
bu silpi jgn baca puisi pak anis ga ngerti;
no bneran nglawak duet yg hebatt wkwkkw;
nuduh emang mudah d;
jelekin orang   diri sendiri  ga bagus ;
anies soal didik  jakarta utara apmnya persen jadi paro anak  jakarta utara tak sekolah;
paslon jari  dong;
nomor sip tenanmudah  cerna  d mngrti;
ahok tak pantas pimpin jakarta emosional  tak cerna tanya anies;
pak anies ngga kentut ;
vertical housing rumah susun kali yak maksudnyah voted   no lol;
anies soal didik nyata hari   jakarta anak   apm angka partisipasi murni ;
ahok djarot udah bukti paling realistis professional   cuma niru aja nih pimpin pilih rakyat cerdas;
edukasi masyarakat  penting;
jangan pancing emosi pak sabar sabar;
lek jare ibu sing penting iso ngomong terus sorak horeeeyy;
mas agus ngga nyambung ngga jelas ngga usah debat deh;
bilang gmn gmn mau pimpin dki lg kalo urus gin ga  pada anies  pecat dr tri;
paslon serang terus sama tetangga belah arti paslon paling hebat dong d;
kasihan paslon mulai  anggap  paslon;
anies gak perlu bangga wong ibukota ahok pak anies juara  menteri;
adoh anies nyinyir mulusukur dibales ahok juara hahaha;
sandi janji mudah izin bisnis mice  dagang kopi keliling;
sangat frontal pak anis bisa tutur kata lebih santun  bijak;
janji manis   tagih  lho pak klo  jalan rasa pait;
semangat sukses kamu doa moga  jadi pimpin jakarta ikut;
gulai otak sapi jkt;
tahu gejrot  tumbang yg nyanyiin kader pdip  mr djarot;
masalah ibu kota sangat  rumit   buat debatsepertinya makin rumitbahkan  g  program yg baik;
 bukan warga dki  seru  ikut giat calon  pempimpin dki;
pasca debat pilkada dki kemarin tentu pilih  ;
bagai mana klo g usah debat seperti biasa biasa aja;
tari ahok seliwer  dunia maya;
pilih   bukti berantas korupsi;
 baru the best sesion;
halo pak sunda kelapa tak  hubnya dgn phn kelapa;
lihat debat dua  mata  lbh buka  tunggu debat tiga smoga  mbak najwa;
  cari pohon kelapa  sunda kelapa;
kalau ibarat team sepakbola dki  real madrid alias team kaya  kalau masuk peringkat  degradasi pie ;
debat cagubcawagub dki kpu dki jakarta abai realitas sosial;
 sih yakin pak dah gatal mw nyerang kiri kanan  nahan emosi salut;
agus sedang mimpi  pimpin   prajurit militer;
  data  mana;
bagi yg paling serru nih;
  kok tina talisa kaku gaya kurang sreg  dg host yg cowok lbh ga luwes bawainnya;
kjp g  anak yg pake sepatu butut  ahok nglirik tetangga sepatu bejibun banyak;
ohhhh teori  teori;
semangat banget jelekin orang  sampe temennya suruh duduk aja;
jakarta peringkat  menteri didik dulu  mana;
liat trending  komentator tim   ajar nulis bahasa inggris;
pening denger ahy ngomong ngapalnya gak ilang;
pak anies kok pasang gak ajak ngomong;
 pak basuki salah omong ;
yahhhh kok bahas pas  jadi kemendigbud padahal hasil ga   ujung pecat;
kok debat hibur gin   yg lupa nanya;
solusi apung jawab layang tanya apa;
bu silvi pertanyaanya apa;
revitalisasi sungai  pindah duduk gimana cara pak agus;
lawak cagub;
memang hibur;
pak ahokdjarot kocak deh  bu sylvi pak anies dekat apa tanya bu sylvi;
pak ahok girang bgt haha bu silvy lucu haaahaa;
gmn mau pimpin dki lg kalo urus gin ga  nyata anies  pecat dr menteri so;
moga yg  ntar moderator mbak biar  gagal fokus smua;
paslon cemungud eeeeaaaaa;
nyinyir terusss dendam  kayak;
 paslon sama nanya soal aguan aja boro  ahok situ temenan ;
no kosong no nabok pinjam tangan no  chill  classy;
paslon g nymbung sama prtanyaan paslon  jgn g bs jwb oalah mas agus;
bgmn cara bangun tnp gusur hgga kini msh mjd tekateki pelopor tak bs jawab;
bagaimana how kaifa piye jelas  yg   rakyat biasa dengar  calon eksekutif yg  ngurus ibu kota;
materi kerja besok;
tahan ga ngomen;
nomor tetap yg masuk akal nomor konsisten  hafal nomor tahan  mimpi;
paslon jawab ngga jelas duhhh ide kreatif tp ngga papar ide bya apa;
come oon tanya gimana jawab kreatif sajaplease  logika   jawab  program bukan kata normatif;
anies sodor data  sudut duet tahana;
kalau  akhir  pak prabowo bu mega  pak sby ikut hadirmungkin suasan debat lebih greeng;
paslon   kreatif   apung kota  mana solusi jgn presentasi ;
agus   yakin tata kota  baik inti  good well yg tanya cara pak;
ahy   rumah  geser;
agus ngomong mana solusi ;
 lagu bangsa indonesia berkumandangterlihat siapa nasionalis;
lapor kerja casting ira kusno ngetik rundown;
norak;
mending bobo shaaayy;
n o r a k;
ahok   jakarta peringkat dr provinsi kemendikbud peringkat  tri;
jadi tanya apa bu sylvi;
uhuk uuhuk;
yg paling kompak;
tanya sm jwban paslon gak nyambung;
aduh bu sylvi over time bu diringkes donk nanyanya debatpilkadadki;
jadi tanya apa anies  sylvi;
good governance versi mr ahok klo kpk curiga  yg salah kpk lha wong ahok  suci;
tanggap djarot apm  jkt tp apm  nasional  mmberikan subsisdi siswa sma dlm bentuk kjp;
sayang sekali;
anis tanya apa mpok silvikebanyakan cerita sampe lupa nanya apa hahahahahahahahahhahaha;
waktu habis jadi tanya apa;
bosen ah mbak tina talisa ngingetin mohon tenang tau gitu dr awal kpud harus larang bawa dukung;
 dulu ahy  normatif yg paling ideal  mustahil terap   realistis;
 bukan ira koesno   sekarang tina talisa dua sama cowok;
om baca nih jangan jd sebar hoax ahntar pepo sedih;
rt tempodotco rt dikoktara sylvi reformasi birokrasi pertama  ramping struktur kaya fungsi;
semangat pak ahok org bner slalu bnyak coba;
mimpin pake hati  nyaci pake hati hok  pns lo  minggat kelar birokrasi lo lama;
wes gendeng mana program ahy  aniesasik nyerang ahokyg  ahok makin banyak sempat jlsin program;
paslon  yg bilang sendiri asal bapak senang abs;
anis darah tinggi  naik kayak;
debat anget banget chill out cuy;
iye iye gubernur  cinta pns nya yak   pns lo  mau lo lengser aja bang hok d;
paslon   beri sempat utk saling tanya tp yg  saling puji   serang paslon;
 macam evaluasi kerja yg kemas dlm hebat  ber jawab dgn data  bikin anies emosi;
sandi kasih umpan utk sylvi serang ahok   sudah;
yak serang trooosss;
team up paslon  yeaaaaap tau siapa  real   puncak survey;
no keroyok kiri kanan;
paslon hidup pak anies hail djarot;
paslon soal reklamasi;
ahok bangga nglanjutin reklamasi g inget  barusan bu sus  dprd jkt nolak tegas reklamasi;
paslon anies sandi  tegas tolak reklamasi jakarta;
anies metamorfosa mario teguhchairil anwar;
yaelahhkhusus kabupaten sumenep kalah pamor sama;
 bawah langsung lejit  lebih   agencynya siapa ;
coba siapa yg  ngasih data pulau reklamasi rancang  masa soeharto;
reklamasi dilanjutkn yg trlnjur rusak mnjd baik n btmanfaat  henti reklamasi jd apa y;
asik nonton;
anies serang pakai reklamasi  ahok semangat jawab;
geser dikit;
bagi yg paling serru nih pic;
anak bukan dar generasi   terus   semua harap generasi yg jujur   serakah;
ahy  sylvi kaya anak ilang;
pantau terus halaman   saksi;
ane peduli  bangun manusia  bodo  klo gw g suka gw katain aja gw gusur mampus;
tanya  paslon buat nyerang paslon hmmmasal jgn saling jatuh;
hahahaagus lugu bgt bocorin taktik no hahahha kasihan deh ahokdjarot  bully terusnih;
mas agus tak  buat pns dki rasa ancam;
 mah yg nanggepin harus nomor agus aja ngerti;
daaaandijelasin  ahy;
pak djarot tetep hati hehe;
sandiaga uno kerja sama  sylvi  baru keren niy;
  naik gaji guru paud kali lipat  jakarta  utama didik;
bu sylvi jawab ibu kok enggak nyambung  tanya  bu fokus  bu;
anis sandi kerennn;
paslon kanan kiri bisa nyindir aje sama kayak dukung  tl sosmed;
paslon suka jatuh orang kyk ga pernah salag trs pecat aja;
idihmaen keroyokan udah habis program yeee;
wah paslon nomer kog coba bertag team dgn paslon nomer utk keroyok paslon nih yee;
pramono anung ungkap jumlah siap  hadap debat pamungkas  tiga pilkada jakarta  gelar besok november pramono kata  siap materi sama cawagub rano karno;
anies dukung pramonorano  pilkada jakarta optimistis satu putar;
pilih   gambar mas pram  bang rano nya  progam nya bagus   terus program nya abah anies;
jelang debat  tiga  akhir elektabilitas pramonorano tinggi rata  semua wilayah;
calon gubernur dki jakarta pramono anung resmi markas komando warga kota kawal tps  kawasan ampera jakarta selatan sabtu;
bukti anies baswedan endorse duet pramonorano  pilkada jakarta foto tiga mejeng  poster;
pramono anung hadir deklarasi konfederasi serikat kerja seluruh indonesia dukung pramdoel ratus buruh  gabung  konfederasi serikat kerja seluruh indonesia kspsi deklarasi dukung  pasang pramonorano  pilkada jakarta;
mantab nih ahok  anies satu pilkada jakarta selesai menang  anies selamat utk mas pram  doel kalian memang kecut;
begini kalau pimpin banyak imajinasi janji manis   dulang suara jkt tnp rk jadi;
buruh kspsi seru satu putar  pramonorano jakarta ratus buruh  gabung  konfederasi serikat kerja seluruh indonesia kspsi deklarasi dukung  pasang pramonorano  pilkada jakarta;
jejak digital kejam kang jadi bukan  persija warga jakarta nyata  nyata rk pernah hina fpi  jkt tnp rk;
makin optimis jakarta nyala monasnya jepang arab;
sejati anies baswedan dekat  pks yg   usung rk tp pilih politik anies   beda  pks monasnya arab jepang;
rawan buruh  tak tinggal deklarasi dukung  mas prambang doel gimana gak waswas si rk  suswono nista nabi  udah kalah  tanding ;
dukung  anies baswedan  mas pram bang doel kuat rasa optimisme untymenang satu putar jepang arab motogp;
mas pram  bang doel serius mikirin butuh warga jakarta biar tenang  bahagia jepang malming mike tyson anies anak abah;
pramono anung hadir deklarasi dukung  dpd konfederasi serikat kerja seluruh indonesia kspsi  mas prambang doel si gedung joang menteng kota jakarta sabtu;
makanya pilih mas pram  bang doel  semua  diobrolin mamah muda  jadi nyata;
makin terang;
waah mantep pis;
enak  jadi warga jakarta kalau mas pram  bang doel jadi gubernur  wakil gubernur makanya tanggal november jangan salah pilih coblos no ;
bazar nyala ekonomi sedang tak baik baik  tim padoel bang doel turun lapang beri diskon besarbesaran  masyarakat jakarta;
pramono anung  rano karno hadir silaturahmi dg rawan bravo lima  sekretariat bravo lima kayu putih jaktim jumat acara  sbg konsolidasi  dialog  rawan utk menang pasang mas pram bang doel  pilkada jakarta;
gu keluarga abah;
opung luhut aja udah gak dengerin jokowi ;
perhati survey   laku u masyarakat yg dukung mas pram bang doel  jan kasih tau rk krn  cm percaya hasil survey polltracking yg masalah dg sepi  fokus aja sm mas pram bang doel yg bikin;
jakarta  ridwan kamil;
busyet  pulau ribu mantap;
ikut neng n semangat nih bahwasanya mas pram  bang doel  satu  kubu yg  berangan  letak dulu beda saat satu  satu misi visi dukung prakar;
elektabilitas pramdoel terus naik jaga suara pramdoel pilkada jakarta  jadi parameter  pilih  rasional   anies kaesang savesaidsidu ayu ting ting nite;
jkt tnp rk dukung  cek n ricek rekam jejak akhir  ludah muka sendiri dukung orang  hina apa ndak rugi rugi dong marwah harga diri leceh kok malah  dukung bingung aku;
konfederasi serikat kerja seluruh indonesia  kspsi jakarta deklarasi dukung   pilkada jakarta hadir ratus anggota kspsi acara deklarasi dukung  langsung  gedung joang jakarta pusat;
calon gubernur daerah khusus jakarta pramono anung hadir deklarasi dukung  dpd konfederasi serikat kerja seluruh indonesia kspsi  mas prambang doel  gedung joang menteng kota jakarta sabtu;
rawan buruh deklarasi dukung pramono yakin menang satu putar jakarta calon gubernur jakarta nomor urut pramono anung yakin  menang kontestasi pilih gubernur jakarta satu putar;
ridwan kamil soal;
moment  calon gubernur daerah khusus jakarta mas hadir deklarasi dukung  dpd konfederasi serikat kerja seluruh indonesia kspsi  mas prambang doel  gedung joang menteng kota jakarta;
persija  warga jakarta  seluruh  pernah hina nyata ridwan kamil pernah hina  fpi panggung politik ridwan kamil sedang goyah jakarta butuh pimpin adab jakarta trk;
disertasi yg tunda ayo warga jakarta tumbang oligariki menang mas pram rano karno ppn naik;
 iyalaaahh masak  wajar dong klo ninggalin rido pasang yg banyak masalah nda potensial nda prospek gin  khan  waras  mending rapat  mas pram bang doel  dukung bikin;
sssttt jangan  denger  tahu dpd fpi jakarta  ketua fpi  jangaaaaaannn isa berabe ntar urus isa bikin kitir si kang kamil tuuh jkt tnp rk;
menang satu putar;
optimis menang satu putar;
bismillah menang satu putar;
aamiin menang satu putar;
deklarasi dukung kali  asal  dpd konfederasi serikat kerja seluruh indonesia kspsi acara  hadir langsung  calon gubernur jakarta nomor urut pramono anung mantap hampir seluruh elemen  organisasi masyarakat dukung;
dukung  komunitas buruh labuh  mas pram bang doel emang kaga  matinye pramdoel dukung semua lapis masyarakat optimis satu putar;
organisasi buruh dukung mas pram  bang doel   urun bikin kaos sendiri dana sendiri bikin mars khusus  mas pram  bang doel sendiri   tau calon pimpin yg layak pimpin jakarta;
mesin yg milik kuat elektoral besar  seluruh wilayah jakarta satu  pramono anung gabung kuat   jadi gelombang dahsyat  sumbang suara  pilkada jakarta yg  gelar  rabu november yg  datang;
nyala abangkuuuu;
hari tuju pilkada makin nyala;
rakyat sambut dgn penuh hangat;
buruh sejahtera;
suka   suka ahok  anies memang punya basis massa  kuat turn out dua kuat dasyat  percaya  bikin bestie;
bareng bang sahrin  markas komando warga kawal tps;
efek domino politik riang gembira mas  bang doel pram doel  pilkada jakarta;
maennya gak sportif spanduk mas pram bang doel  pasang panjang jl basuki timur cipinang besar utara dicopotin orang gak tanggung jawab hari   photo spanduk  dikarungin tetap;
ribu tenaga kerja bongkar muat tkbm labuh tanjung priok deklarasi dukung  pasang cagubcawagub dki jakarta pramono anung rano karno ayu ting ting gen z ppn jepang sri mulyani;
anak abah  ahokers satu dukung mas prambang doel nomor makin menyalaaaa;
amsj rupa kumpul  lebih komunitas warga sunda  jakarta  nyata dukung  mas  bang deklarasi  sekaligus ban ada klaim  masyarakat sunda beri dukung  ;
cagub daerah khusus jakarta dkj nomor urut pramono anung  mas pram sambut gembira dukung kaum buruh  janji  juang upah minimum provinsi ump  baik buat buruh;
organisasi rawan bravo deklarasi dukung  mas pramono anung bang rano karno jepang japan mike tyson;
dukung pak anies untk pak pram n bang rano sebut dasar  prioritas dua  masyarakat miskin yg jadi titik sama sri mulyani ppn gen z jepang ayu ting ting;
juru bicara sahrin hamid ungkap alas eks gubernur dki  beri dukung   sebut beri dukung dasar  prioritas dua thd masyarakat miskin  jadi titik sama;
direktur eksekutif charta politika yunarto wijaya nilai temu sebut jadi bukti  mas pram  satu kuat besar  jakarta  rawan ahok ahokers  rawan anies anak abah;
salah satu hebat kubu mas pram  buat ahok  anies dukung  kurang kubu ridwan kamil mungkin krn terlalu sombong  menang  petinggi  dukung kelas teri sibuk serang ahok  anies pdhl  orang  ga ikut pilkada;
pak pram  hadir acara temu jakarta catat   masa depan jakarta  ganara art space mal fx sudirman jakarta pusat ayu ting ting jepang gen z ppn sri mulyani;
aliansi buruh labuh  jakarta dukung mas pram  bang doel mantap  hari nambah terus dukung optimis menang satu putar;
 akhir dinamika politik  sarat penting   bagi  realitas politik   hadap   masyarakat penting  tetap kritis  cerdas  nilai  ubah  jadi;
masyarakat sunda  jakarta aja milihnya mas prambang doel bukan ridwan kamil mungkin sdh  cerita dr keluarga  bandung gimana kinerj rk  jadi gubernur bandung eh jawa barat;
aliansi masyarakat sunda deklarasi dukung pramono rano aliansi masyarakat sunda  jakarta gak rido kang  prakar mike tyson jepang;
ashanty sama ibu hani pramono anung  tina toon laku senam sama warga pondok pinang  sekitar  lapang ps pondok indah;
calon gubernur nomor urut mas pramono  bang rano jadi satu  dukung ahok  dukung anies jos jepang japan mike tyson;
calon gubernur dki jakarta pramono anung hadir deklarasi dukung  rawan buruh sahabat pramdoel  gor cendrawasih cengkareng barat jakarta barat sabtu pramono anung rano karno makin nyala;
pramono doel siap bawa jakarta nyala  pemperkuat jakarta  terobos baru  wisata religi taman jam hingga solusi polusi;
 bukan  sekadar slogan  buah komitmen utuh  bawa ubah positif  jakarta  warga;
fix anies baswedan dukung pramdoel gak pake ribet dah pramdoel satu calon  sinkron program  apa   kerja anies baswedan   gubernur jakarta belum;
    laku paslon   satu anak abah  ahokers  mas pram  punya beban masa lalu  luka pilkada riang gembira mike tyson ayu ting ting  mulia suporter arab;
wooo  pantes aja karakter idola gatotkaca tank defensive makanya politiknnya jg riang gembiraga serang mas emang asyik bukti kerja keras buat blio smp  sini siap bikin bareng bang doel;
rawan buruh sahabat pramdoel komitmen dukung visi pasang mas prambang doel  hadir bijak  pihak  sejahtera buruh  cipta lapang kerja lebih luas  jakarta;
fix  ragu anak abah sungguh dukung pramono rano ssttt nyala abang ku mike tyson;
cagub dki jakarta pramono anung hadir deklarasi dukung  dpd konfederasi serikat kerja seluruh indonesia kspsi  mas prambang doel  gedung joang menteng kota jakarta pramono anung rano karno nyala;
lihat  pasti rk ngelus dada dukung mas pram bang doel solid menang satu putar;
alhamdulillah puji tuhan dukung  pramonorano terus alir deras optimistic satu putar;
ratus buruh jakarta  mengatasnamakan diri rawan buruh sahabat pramdoel deklarasi dukung  pasang calon gubernur  wakil gubernur jakarta nomor urut pramono anungrano karno;
makin tebal dukung  mas pram  bang doel buat mas yakin menang satu putar;
terimakasih pak luhut  team bravo yg  pilih pramdoel;
mas pram mampu satu kuat besar  jakarta ahok basuki tjahaya purnama sama ahokers  anies baswedan sama anak abah  jadi daya ledak elektoral duet mas pram bang doel  pilkada jakarta;
pramono anung terus gerak sosial  masyarakat kali  gowes  dialog bareng komunitas sepeda;
 ada tanda yg kau ragu wahai mana yg kau bilang anak abah dukung jubir abah pasti anies dukung mas pram bang doel utk;
optimis pramonorano menang satu putar  dukung masyarakat  kian masif  paslon pramdoel lebih penting dukung masyarakat jakarta   mantan kuasa dzolim jkt tnp rk;
mantap;
organisasi rawan bravo deklarasi dukung  cagubcawagub jakarta nomor urut pramono anungrano karno ketua dewan bina bravo letjen tni purn sumardi kata dukung  rupa perintah luhut pandjaitan selaku bina bravo;
calon gubernur dki jakarta pramono anung laku silaturahmi  tokoh masyarakat cengkareng  hilton garden inn jakarta taman palem cengkareng barat jakarta barat pramono anung rano karno makin nyala;
 ada tandatanda  engkau ragu mbehahahaa demen sama katakatanya akutuh jubir abah pasti pak anies dukung mas pram bang doel;
 penting program cctv mas pram  bang doel;
jelang siang jan lupa maksi  kenyang seruput es teh pelan  silah nikmat jakarta yup anak abah feat ahokers udah satu  mas pram bang doel kaga ribet dah;
abangkuuuuuh;
jelas konkret  mas pram bang rano  terima semua kalang  belah sih  sibuk mepet artis mulu yee;
yess makin seru dukung buat mas pram bang doel terus datang  warga jakarta masuk buruh labuh  ikut beri dukung  mas pram bang doel;
tuh mas rangkul semua golong yes;
mas laku silaturahmi  tokoh masyarakat cengkareng  hilton garden inn jakarta taman palem cengkareng barat  acara  mas serap aspirasi masyarakat kait jumlah isu  lingkung tempat;
 menang kan putar  menang;
yes  menang kan putar  mas;
politik  dinamis  pilgub anak abah  ahokers satu  dukung pramdoel bangun jakarta    nol lanjut   baik  gubernur belum;
  doa  mas menang putar;
mantap jakarta makin nyala;
nyala anak abah syukur anies baswedan beri dukung  mas pram bang doel suasana sejuk   lho   mau masyarakat;
jubir anies ridawal kamil banyak khayal pilih pram doel aja  program jelas  realistis;
mas pram  hidup tamantaman  jakarta  belum operasional  jam  jadi jam    jadi suasana kota  lebih hidup;
sama anies baswedan mas pram bang doel satu  jangan   iri yah citacita mulia mas  wakaf diri ngobrol bareng  bang  masa depan jakarta;
konfederasi serikat kerja seluruh indonesia deklarasi  dukung menang mas pram bang doel  jakarta   buruh bongkar muat  labuh jakarta siap  menang mas pram bang doel;
mas pram ziarah makam habib husein  rangka ziarah sebut beliau harap perintah hadir beri mudah transportasi sarana  masuk   rupa wisata religi  luar biasa;
ribu buruh bongkar muat  biasa sebut tenaga kerja bongkar muat tkbm labuh tanjung priok jakarta utara deklarasi dukung utk mas pram  bang doel mantap;
pagi aliansi masyarakat sunda jakarta  tentu pilih yg tepat deklarasi aliansi masyarakat sunda jakarta dukung mas pram bang doel  pilkada jakarta coblos no;
makin banyak dukung  peluang menang satu putar makin buka lebar mas pram  bang doel temu bravo mantan anggota lbp  tni siap beri dukung penuh  siap menang  satu putar bravo;
makin nyala  nih pram doel  dukung  anies  dukung;
ahokers  anak abah satu  menang mas pram bang doel mantap  jakarta lebih baik  buat pilih nomor solusi;
dukung ahok  dukung anak abah nyata  dukung penuh menang pramono rano;
ekspresi bahagia hensem;
makin tarik nih rawan bravo beri dukung  pasang pramonorano  pilkada jakarta rawan bravo tahu rupa rawan  bentuk  mantan menko marves oppung lbp mantap pokok satu putar;
siapa   indikasi erat  mafia tanah bandung konflik dago elos delapan tahun usaha caplok tanah warga bandung  mafia tanah diam perintah tempat kes  unsur biar;
pramonorano makin nyala aliansi masyarakat sunda  jakarta deklarasi dukung nomor;
aliansi masyarakat sunda  jakarta dukung pramdoel;
urang sunda yg   jakarta ayuk ramerame bareng aliansi masyarakat sunda nyoblos mas pram  bang doel biar yg kerja  jakarta hidup makin baik iring program yg  terap pasang nomor;
 kampanye pamungkas  tanggal november mas pram bang doel gak mau kampanye terlalu politis   riang gembira yuk  sambut menang  coblos no urut;
baca berita  bikin mules pasang rido udah kemarin liat foto pak anies bareng mas pram bang doel sekarang luhut binsar panjaitan perintah rawan bravo bikin dukung pramonorano yuk  yuuk menang satu putar;
aliansi buruh labuh dukung mas pram  bang doel makin optimis satu putar  pramonorano;
terima kasih pak;
aliansi paguyuban urang sunda lebih pilih dukung pasang cagubcawagub jakarta nomor urut banding cagub nomor urut ridwan kamil;
mantap nih arak arah buruh labuh dukung mas pramono  bang rano  jadi gubernur jakarta anies arab bahrain rumput arhan mitoma eliano;
organisasi buruh labuh nyala siap dukung no mas pram  bang doel;
makin panik gak tuh pasang rk suswono  nya masyarakat datang  deklarasi utk mas pram bang doel sekarang datang   aliansi masyarakat sunda jakarta tanda menang satu putar  depan mata;
satu tiga rangka mas pram bang doel  bang anies jakarta semangkin nyala  penuh yakin menang pilgub jakaeta rizky ridho kevin diks;
hot jakarta yuhuuuu bravo siap menang mas pram bang doel  pimpin dki jakarta dukung terus alir tak bendung  mas pram bang doel;
anak labuh nih boss siap pilih nomer mas pram bang doel pilih jakarta nyala;
hot jakarta jakarta makin nyala bagai elemen masyarakat satu suara dukung mas pram bang doel kini aliansi masyarakat sunda  jakarta deklarasi dukung mas pram bang doel;
hot jakarta aliansi buruh labuh satu suara dukung mas pram bang doel  pimpin dki jakarta makin menyalaaa;
urang sunda pilih calon yg bukti benar  kerja tolak calon yg cuma  jo;
politik riang gembira bukan dar kata semua  fokus  tuju ;
mas  beri ruang  gen z libat kegiatankegiatan ekonomi kreatif mulai  halhal  kecil  jadi   luar biasa;
pageee pren ku   ngupisachetan;
tak bendung  deras dukung  mas pram bang doel  segala penjuru kali  datang  ribu buruh bongkar muat labuh tanjung priok jakarta utara buruh labuh nyala;
momen temu sebut abadi  foto  unggah anies  akun instagram pribadi anies jelas  temu  cagubcawagub  usung pdip   bicara masa depan jakarta;
yuk  bangun djakarta lebih baik  pilih pimpin  bijak  tgl pilih pasang nomor;
djakarta perlu pimpin   rangkul semua  penting warga moga depan mas  bang  amanah pimpin djakarta;
calon gubernur pramono anung laku silaturahmi  tokoh masyarakat cengkareng  hilton garden inn jakarta taman palem cengkareng barat jakarta barat jumat;
pakar ;
si abah anies udah rapat  mas pram bang doel nieh anak abah susul besok optimis menang satu putar tags bang udah bang nippon jepang salah arhan;
waini opung luhut dukung penuh mas pram bang doel  pilgub jakarta tags salah nippon jepang bang udah bang arhan ivar;
nah  nieh taman taman  jakarta   fungsi  bagaimana mesti tags pak muh salah jepang;
anies baswedan dukung mas pram bang doel salah nippon jepang japan;
komitmen mas pram  hidup  fungsi taman taman  jakarta salah arhan bang udah bang;
juru bicara pramono anung temu  mas pram  mas anies   koalisi  penting warga bukan elit kolaborasi  anies baswedan   dengar  juang aspirasi nyata warga bukan sekadar strategi pol;
sama  akrab  kunci kerja sama  kukuh  jalan rencana masa depan  lebih baik makin yakin nyok  bareng dukung ;
moga harap warga wujud;
satu   hancur rezim fufufafa bin mulyono lihat video pramdoel;
tuju banget nih ridwan kamil penuh citra  palsu fakta loh mana yg lihat tulus  bersungguhsungguh mana yg lihat cuma citra doang rk no way suzuki jepun arhan garuda nathan  lisa  jakarta bahrain asia rcti;
mas prambang doel satu ahokers  anak abah mas pram  satu kuat  jakarta mantap lah rawan ahoker  anak abah dukung paslon no suzuki arab kevin dick arhan garuda nathan  lisa  jakarta bahrain asia rcti;
wadidaaww apa yg jadi nih kok semua ketua partai dukung tolak hadir kampanye akbar rk sih masa cuma  wakil sama bendera partai ajah rugi dong suzuki arab arhan garuda nathan  lisa  jakarta bahrain asia rcti;
hangat pagi  ngobrol soal jakarta anies mas prambang doel tertawa lepas  temu kode keras dukung abah  paslon no suzuki jepun arab kevin dick arhan garuda nathan  lisa  jakarta bahrain asia rcti;
paslon onoh gak  kek mas prambang doel ahoker  anak abah satu dukung paslon no  masa depan jakarta suzuki jepun arab kevin dick arhan garuda nathan  lisa  jakarta bahrain asia rcti;
terima kasih pak yg  pilih dlm usaha terus wujud;
kirain alianai masyarakat sunda  jakarta   dukung rk nyata dukung mas pram  bang doel  apa gerangan ;
gambar akhir kek  gencet tronton tanjung priok;
buruh labuh dukung pasang cagubcawagub dkj no urut pramono anung rano karno;
lagu manis  sayat hati  gak rido;
 tiba saat ahokers  anak abah satu dukung pram doelmantaaaab menang satuputaran;
jumat berkah jumat tuju jalan menang warga jakarta sama mas pram  bang doel kaga ribet deh;
jumat berkah jumat jalan tuju menang buat mas pram  bang doel;
dki gak butuh cagub yg suka beda  pake lipgloss  big no haqqul yaqin  yess;
aliansi masyarakat sunda  jakarta dukung mas pram  bang doel  pilkada jakarta aliansi  rupa kumpul  lebih komunitas warga sunda  jakarta  kompak deklarasi dukung  mas pram  rano;
temu pramono anungrano karno   jadi bukti  mas pram  bang doel  satu kuat besar  jakarta  rawan ahok ahokers  rawan anies anak abah mantap kih bro;
