text;label
pilih jakarta;Positif
atas macet jakarta pramono anung sebut transjakarta cukup transjabodetabek lengkap;Positif
mik bayar hutang pilgub dki habis banyak pilpres biar introspeksi diri sadar diri arogan terlalu nafsu jadi presiden debat sangat brutal serang babi buta sama orang lebih senior jas;Negatif
pantun bang ridwan kamil membrantas stunting penting;Positif
mas agus nafsu anet program;Negatif
warga jakarta beda cara pikir rasional cerdas pilih pimpin;Positif
cagub jakarta nomor urut pramono anung target pipanisasi air bersih kota jakarta salur wujud lingkung sehat masyarakat jakarta senin banteng tel aviv paes;Positif
sibuk bicara sylvi lupa beri tanya anies via;Netral
sudirmanthamrin oke mayor lebih luas mas pram punya solusi buat road bike lovers yuk coblos no;Positif
xmen jelas bu sylvi kpanjangan prtnyaan blum kluar ngerti mksud bu silby hehe blablabla;Netral
analisa akhir debat cagub dki final;Netral
si abang mulai nyikutmantap;Netral
psi cinta sarah indonesia dukung mas pram bang doel psi kapan deklarasi;Positif
calon gubernur cagub jakarta nomor urut ridwan kamil nyata siap ikut debat perdana pilkada dki jakarta tanggal oktober utara sambang ponpes darul ishlah minta doa hadap pilgub jakarta november;Positif
bismillah mas pramono bang rano gelar kampanye akbar november stadion madya gbk datang warga prilly anies banteng tel aviv;Positif
mas pram sama anies udah ketemu belah ketemu berani gak anak abah all in;Netral
gulai otak sapi jkt;Netral
alas warga muhammadiyah solid dukung paslon pramonorano program kerja lanjut pihak penting rakyat kecil banyak alih dukung belum jadi;Positif
kata gusur sekarang udah punya definisi baru geser dikit siap masukin kbbi;Netral
tanggap djarot optimistis apm jakarta tingkat;Positif
jawab cawagub inti ngeles tanya tangan mobil mahal malah coba lari public transportation;Negatif
debat sesi akhir pasang cagub cawagub jawa tengah malam pukul wib live metro tv;Netral
lagu bangsa indonesia berkumandangterlihat siapa nasionalis;Positif
cuma tuju dki pilih;Netral
sih yakin pak dah gatal mw nyerang kiri kanan nahan emosi salut;Negatif
momen dharma pongrekun bahas lestari budaya baduy debat pilkada jakarta n;Positif
baru kalini debat pilgub dki pramono rk seru kesel sama rk trrlalu banyak imaginasi buang duit;Negatif
jadi bapak ibu d bohongin pakai naek bus kali;Negatif
pramono upaya pipanisasi capai persen sedia produsen industri pipa jakarta mas pram yakin program sebut capai lebih cepat target tentu atur uu;Positif
tempodotco cek fakta agus harimurti yudhoyono pantau terus;Netral
lantar banyak adu warga sulit urus soal kjp mas bakal tempat layan soal kartu jakarta pintar kjp kantor camat selesai langsung;Negatif
nah kan mirip hahaha;Netral
anies baswedan mas pram bang doel satu;Positif
pilih mas pram bang dul lebih sedikit mudharatnya kagak keluar nongol goronggorong;Positif
pilgub dki tahun kayak sepi bahas socmed bahkan kaget debat malam anyep bener tl betul tl jauh pilgub;Negatif
iye iye gubernur cinta pns nya yak pns lengser bang hok d;Netral
pascadebat calon gubernur jakarta nomor urut dharma pongrekun jelas korelasi suku baduy tanya debat calon gubernur calon wakil gubernur jakarta minggu;Positif
materi kerja besok;Netral
disabilitas harga mas pram hak fasilitas transportasi gratis ivar yati bahlil;Positif
warga banyuwangi jakarta dukung bang doel coblos nomor urut;Positif
kpu dki gelar debat dua pilkada jakarta malam panelis aju tanya rupa hasil diskusi masyarakat jadi topik debat dua sebut;Netral
sebut terlalu normatif debat perdana pilgub dki ridwan kamil super serius hayuk;Positif
paslon makin kacau;Negatif
pepo malam gak datang siap lampion raya;Netral
hehehe malu kena skak;Negatif
lebih penting dukung doa spirit energi  pramono anung;Positif
nyinyir terusss dendam kayak;Negatif
gimana debat pilkada dki malam cc;Netral
pak ahok girang haha bu silvy lucu haaahaa;Positif
jelang mungut suara pmj yakin pimpin wilayah muhammadiyah pwm jakarta pilih pasang calon gubernur wakil gubernur dki jakarta nomor urut pramono anung rano karno pilkada coblos no;Positif
pokokenya salam jari;Negatif
anak pepo monolog mulu ah;Positif
debat perdana serta pilkada jakarta selenggara jiexpo mayor jakarta pusat minggu selesai debat tutup penuh rasa hangat paslon nnn;Positif
cagub daerah khusus jakarta pramono anung target warga jakarta akses air bersih tahun mantap nih support full pramdoel menang satu putar;Netral
data mana;Positif
djakarta perlu pimpin rangkul semua penting warga moga depan mas bang amanah pimpin djakarta;Netral
siapa kuasa tema debat malam;Netral
deskripsi saksi momenmomen kejut undang gelak tawa dharma pongrekun tampil debat pilgub dki jakarta tak sekadar debat biasa acara hadir nyata buat tonton tak tahan tawa;Positif
debat buka makin lihat mana benar bagus kualitas badja;Netral
keluar;Netral
cagub jakarta nomor urut dharma pongrekun kata rasa dagang tanah abang akibat pandemi pandemi akibat deflasi akibat banyak pabrik tutup;Negatif
komitmen mudah izin pramono anung cipta ruang laku usaha kembang langkah positif ekonomi jakarta;Positif
kalau pilgub dki kan putar jg debat jg gk se sering putar;Netral
air bersih jadi masalah sering hadap bagai kota daerah indonesia tak kecuali jakarta karena pramono anung selesai masalah hingga bukan alas kerja pemprov jakarta;Positif
kalo pilih cagub rendah hati jng sombong;Positif
paslon kaya baca teks eui memang public speaking pentung ga becanda;Negatif
harap sosok mention masuk pasang ganjar heru menang telak pertama;Positif
masyarakat sunda jakarta milihnya mas prambang doel bukan ridwan kamil mungkin cerita keluarga bandung gimana kinerj rk jadi gubernur bandung eh jawa barat;Positif
dukung rantau mang pramono anung cermin upaya dorong sadar politik kalang masyarakat jakarta percaya partisipasi aktif bawa ubah ingin;Positif
malam;Netral
nyala pilhanku ridwan kamil suswono acara debat pilgub dki malam jakartamaju;Positif
visi misi lengkap cagub dki jakarta baca nonton debat;Positif
pramono anung komitmen tata dagang kaki lima lebih atur ganggu ruang publik tata baik cipta lingkung nyaman semua;Positif
pov anis ahok ngelihat debat pilgub dki ;Netral
lalu dukung forum rantau mang pramono anung komitmen jamin nyaman sejahtera warga mang jakarta dukung jadi sinyal positif masa depan kota;Positif
neng banget liat ekpresi ketawanyapuas beban;Positif
memang hati pimpin jadi cahaya jawab tantang generasi indonesia khusus dki;Positif
  orang semarang kerja jakarta tetep mantau;Netral
mas pram ahok anies hadir kampanye akbar pramdoel november datang pramdoel mnang sahroni dian sastrowardoyo carok;Positif
semua pramdoel saat gak perlu ndakikndakik teori yahana yahanu sebenernya cuma mas bang doel paling pas pantes buat bikin emang;Positif
moderator suka;Netral
halang nonton televisi buka halaman;Negatif
baru opening masuk serang d;Netral
dukung rantau mang pramono anung bukan jadi calon gubernur inspirasi generasi muda libat politik bangun kota;Positif
nonton yuk udah mulai ni;Positif
oke barti;Netral
selalu ridwan kamil laku;Positif
anies baswedan pilih nonton konser john legend ikut debat perdana pilgub dki jakarta riaunews;Negatif
gak dateng debat perdana pilgub jakarta anies nonton konser john legend nih bareng keluarga;Negatif
anies soal didik jakarta utara apmnya persen jadi paro anak jakarta utara tak sekolah;Negatif
debat ikut berani kpud pasang umum orang tua paslon larang masuk ruang debat kan bukan paud;Positif
lihat elektabilitas pramdoel terus naik tinggal rido cenderung turun sejati rupa indikasi warga jakarta sadar paslon mana tulus layan rakyat paslon mana kuasa;Positif
satu anak abah ahokers dukung kerja keras menang paslon tgl november;Netral
ada tandatanda engkau ragu mbehahahaa demen sama katakatanya akutuh jubir abah pasti pak anies dukung mas pram bang doel;Netral
air bersih warga bila pilih nanti target penuh butuh air bersih semua masyarakat jakarta;Positif
endors mantan presiden afau presiden aktif sekalipun warga jakarta tetap semangat bareng mas pram bang doel;Positif
panggung debat momentum mmastikan langkah putar dua smua paslon hati politik tentu menit akhir;Positif
ucap terimakasih warga jakarta;Netral
debat ii sama relasi;Positif
pramono anung rano karno tiba lokasi debat tiga pilkada jakarta;Negatif
gak usah dikampanyein jg dah lihat mana cagub kualitas ga dong semua lht kan tv;Negatif
ahokdjarot siap khusus hadap debat akhir;Positif
pasang pramono anies baswedan;Positif
serang pribadi andika debat bawaslu banten nyata embay langgar pkpu;Negatif
ahok tak pantas pimpin jakarta emosional tak cerna tanya anies;Positif
abis nonton airin debat pilgub banten nyata isi banding dki kmrn;Positif
ridwan kamil dukung banyak utang;Negatif
lah malam debat pilgub dki;Netral
konfederasi serikat kerja seluruh indonesia kspsi jakarta deklarasi dukung pilkada jakarta hadir ratus anggota kspsi acara deklarasi dukung langsung gedung joang jakarta pusat;Positif
gak mungkin dukung rk si boneka mulyono suswono nista nabi ogah teguh baris pramdoel mnang putar;Negatif
ketawa liat debatcagub si mamah heboh sendiri;Positif
banyak data sesat;Positif
debat perdana cagub banten bahas daya perempuan;Positif
paslon nyinyir dominasi malem rekor;Netral
pak pram target pipanisasi sedia air bersih jakarta rampung menurutny target tsb masuk akal pam jaya tlh amanat untk maksimal distribusi air bersih jakarta per ppn carok dian sastrowardoyo;Positif
cawabup kudus wajib kembali dana kunker cawagub;Positif
mas pram cuma bicara kasih jawab jakarta bebas polusi coblos nomor yuk;Positif
makan siang gratis sarap gratis;Positif
pramono anung kenal pimpin milik integritas tinggi komitmen gusur laku usaha tunjuk sikap patut contoh;Positif
program mas pramono anung bang rano karno ada air bersih jakarta rencana tinggal terap kalau amanah jadi gubernur jakarta senin banteng tel aviv paes;Positif
ridwan kamil menang debat baik;Positif
cagub pramono anung hadir acara temu jakarta catat masa depan jakarta ganara art space mal fx sudirman jakarta pusat mas pram terus tunjuk kwalitasnya bagai dialog beliau hadir;Positif
p chaniago hari benar panggung agus ahok anies sering tampil;Positif
pagi aliansi masyarakat sunda jakarta tentu pilih tepat deklarasi aliansi masyarakat sunda jakarta dukung mas pram bang doel pilkada jakarta coblos no;Netral
si joko leh uga eh agus maksud;Negatif
kuis rebut esensi coba;Positif
kunjung pasar tanah abangmenyala abang mas pramono anung tanah abang rapi modal bantu lapang kerja umkm tanah abang dagang bantu promosi;Positif
ketua kpu dki debat tiga pilgub jakarta jadi sarana adu gagas;Positif
bener banget nih kata pak bestari barus nyala;Netral
tugas partai mana sih gak tunduk sama mak banteng;Positif
mas pram konsisten utama didik generasi depan lebih baik;Positif
lucuuu banget ayoooo ngaku ngakak;Positif
gaada ngalahin debat pilgub dki anies versus ahok bjirr yaa nama udah baru milih gue guna sempat bagus buat milih paslon milik visi misi bagus;Positif
paslon cemungud eeeeaaaaa;Positif
hangat pagi ngobrol soal jakarta anies mas prambang doel tertawa lepas temu kode keras dukung abah paslon no suzuki jepun arab kevin dick arhan garuda nathan lisa jakarta bahrain asia rcti;Netral
debat pilgub dki kaesang vs sahroni banten airin vs rano karno jabar rk vs dedi mulyadi jateng bambang pacul vs taj yasin jatim khofifah vs risma jogja;Netral
atas macet jakarta anies siap program ongkos rp cawagubdki sandiaga;Positif
kalo alquran sih muslim pilih pak anies kalo kalian tentang silah pilih pak ahok;Netral
belabelain buru pulang mao nonton idola debat pak ahok;Positif
saluut bangay buat pak anies bang sandi;Positif
semangat pak ahok bner slalu bnyak coba;Positif
gabisa saksi nih;Netral
ibarat main bola main skillful banyak tampil trik no comment main simple pakai trik perlu;Negatif
dukung rantau mang pramono anung sebar semangat sama jakarta percaya satu segala tantang hadap sama;Positif
gak cm paslon pernah jadi jabat nah tinggal nilai track record slama jabat bgm;Netral
pramono anung selalu tempat penting rakyat prioritas utama sikap sangat butuh pimpin jakarta;Positif
wah tim sukses min pasang no semangaaatnya mana dong;Positif
mas pram bang doel om anies satu gimana nih warga jakarta makin nyala jakarta;Positif
seruuuu vs lanjut;Positif
livetweet debat cagub yuk;Positif
papa novanto sebut ahokdjarot jawara debat akhir;Positif
cuti ibu susu;Netral
gue gak paham politik udah tau kalo politik indo udah bobrok tambah atur enak ubah sama perintah anak maju pilgub dki terus debat sama nyokap fans berat jokowi susah sih;Negatif
angka keras perempuan tinggi banyak lapor;Netral
calon gubernur dki jakarta nomor urut ridwan kamil rk suara rencana bangun disneyland pulau ribu debat pilkada minggu n;Positif
hari tuju coblos makin semangat makin nyala;Positif
calon gubernur dki jakarta pramono anung sapa warga pejaten timur rumah sarwono kawasan pasar minggu jakarta selatan senin senin banteng wendy goty;Positif
calon gubernur dki jakarta pramono anung unjung kawasan grogol selatan kebayoran lama jakarta selatan sapa sekaligus dengar aspirasi warga tempat kamis pramono anung rano karno makin nyala;Positif
pecah dukung rdo membludak lokasi debat cagub jakarta;Positif
sosok oke oce balik;Positif
tuh mas rangkul semua golong yes;Positif
cuma ga tau nama moderator ga heboh bahas;Negatif
politik dinamis fleksibel realistis masuk akal mungkin kondisi lihat sekarang kawan lawan abadi penting wujud makmur daerah;Positif
pasang calon gubernur wakil gubernur jakarta nomor urut ridwan kamilsuswono papar jumlah program atas masalah polusi udara jakarta;Positif
bagaimana cara atas problem marak jomblo jomblo;Netral
terus rangka belanja masalah kali mas pram sapa warga pejaten timur rumah sarwono kawasan pasar minggu jakarta selatan;Positif
saking gak ide pasang ridwan kamil suswono sampesampe keluar narasi sampah;Negatif
pagi gaesss semangat allhamdulillah smpe ancol nih;Positif
mas asal ngomong terus malu sama;Negatif
cek dulu fakta baru kejangkejang kemudian;Negatif
pramono anung dengar aspirasi generasi muda jakarta usaha wujud ingin kenal ikonikon baru dunia olahraga pasti suara dengar harga;Positif
wah wah pak anies baswedan mas pram n bang doel satu jakarta lebih baik belah kapan nih ketemu pak anies baswedan yaaa sri mulyani ppn aliando;Positif
jakarta panggil jangan lewat debat perdana pilkada jakarta minggu oktober wib live inews election center;Positif
riuh ombak debat pilgub dki sepi bener mata najwa live ratarata cuma k padahal pas pilpres realtime nembus juta rakyat mulai capek dana kampenye parpol mulai boncos;Negatif
top mention masuk hampir semua milih ganjar paling mantep sesi pertama;Positif
ayo warga jakarta ramai bareng kampanye akhir mas pram bang doel gelar november stadion madya gbk mulai jam wib ayo bikin sama jangan lupa yeeee;Positif
ntah iming ntah siapa kasih muncul pilgub dki soal pak anies kan dukung pak prabowo gerindra pas waktu jadi bingung debat soal intoleransi bahas mg;Negatif
umpan kail kolam;Netral
semalem nontonnya jadi seru;Positif
mas pram masuk kampus diskusi bareng akademisi unj tunjuk visi misi matang jakarta coblos nomor yuk;Positif
rame path pas habis debat pilgub dki ahy sama ibu sylvi ahy blunder atas tanya moderator;Negatif
cawagub jakarta nomor urut rano karno sebut ada spbu apung pulau ribu solusi transportasi antar pulau pulau ribu;Positif
elektabilitas pramdoel terus naik jaga suara pramdoel pilkada jakarta jadi parameter pilih rasional anies kaesang savesaidsidu ayu ting ting nite;Positif
dukung makin alir mas pram bang doel bahkan politis nasdem gabung kim dukung mas pram bang doel rekam jejak jelas bukan tuk imajinasi;Positif
pasang rido hati projo rido pasang berapa cakeeeeppp jakarta jangan pilih org duga libat masalah ribet urus ntar mas pram bang doel pilih tepat ndak pake ribet daaah;Positif
bang doel sama mas pramono anung terus usaha sisa masa kampanye terus serap aspirasi sampai visi misi masyarakat jakarta nyala menang satu putar kaga ribet dah;Positif
bapak anies bukan dulu dekat sby biar presiden eh gagal malah dekat jokowi biar jadi menteri lucu pak;Negatif
duh mpok sylvi tanya sulit;Negatif
pramono anung tegas tata kota jakarta laku instan dekat realistis tunjuk paham kompleksitas masalah kota;Positif
salam;Netral
cagub jakarta nomor urut pramono anung tanggap doa sampai cagub jakarta nomor urut dharma kun jadi presiden pramono kata diri maju pilkada saksi;Positif
lanjut program gubernur belum mas pram bang doel lanjut contract farming strategi dapat pangan lokal saing provinsi atas lonjak harga pangan;Positif
paslon memaparkn visi misi smw it gampng sprti mmbalikn tlapak tangnjnji byangn;Netral
tiga pasang calon saling serang gagas ekonomi sejahtera sosial siapa gagas baik masingmasing calon detikers ikan alas mu kolom komentar baca lengkap;Negatif
urus data perhati ridwan kamil;Netral
nyala mas pramkoe;Positif
mas pram bang doel siap debat;Positif
bukan aniessandi nama klw bukan salah data misleading data;Negatif
nonton pal debat dki jakarta makan pisang goreng dingin biar kepala tetap dingin;Positif
warga jakarta hidup desak an semua pindah ikn;Negatif
ahok atas macet bukan sekadar bangun jalan;Negatif
janji pramono anung ganda insentif kader jumantik posyandu langkah nyata dukung kerja keras rawan tunjuk apresiasi tinggi kontribusi;Positif
cagub dki cuma pasang nyata;Positif
ibarat serang orang pake orang bukan sendiri;Negatif
touring demokrasi road to november sosialisasi pilkada serentak  yuk baca lengkap paham lebih rangkai lalu taut bawah;Positif
lihat debat pilgub makin yakin buat milih paslon mana february;Positif
nihh;Netral
nyok nyok nyok nyahoook iyaaa emang kira mudah mbojongi warga jakarta elu jual gu beli nyooookkk;Positif
paling tarik saksi debat ibu terjemah bahasa isyarat pojok layar penuh semangat;Positif
prestasi bang doel lama banten sih;Netral
mohon tenangmohon tenangkt lanjut paslon ikut kt sepakat tk tertib panjang acara;Negatif
banyak gagal move on si mbak moderator kemarinsemoga kpud tangkap aspirasi;Positif
pramono anung rencana atas banjir lokal cipete manfaat bijak bukti efektif belum kuat pasu oranye bangun sumur resap pramono tunjuk paham butuh masyarakat jakarta;Positif
bang doel terbaikkoe;Positif
personil polisi kawal debat cagub malam;Netral
debat gokil;Positif
sebut bu cecep nama sama ibu awi;Netral
ahok nilai debat perdana cenderung bangun opini keliru;Negatif
hamba tuan;Negatif
anies sandi unt jakarta;Positif
rk peluk pramonorano usai saling serang debat pilkada jakarta kata timsesnya n;Positif
seru sambut mas pram bang doel debat tiga pilgub dki;Positif
debat perdana pilgub jakarta gelar minggu debat perdana usung tema kuat sumber daya manusia transformasi jakarta jadi kota global aas langkap;Positif
gas terus mas biar warga jakarta makin mantap pilih pramdoel calon gubernur jakarta pramono anung unjung sapa warga kawasan grogol selatan kebayoran lama jakarta selatan kamis;Positif
ahmad dan nonton bareng rumah lembang wow wow wkwkwk wadaw;Positif
pramono anung jawab harap emakemak beri inspirasi terus kontribusi masyarakat;Positif
fekaes kejang teh;Netral
perhati full ibuibu ikan asi ekslusif pir cara ridwan kamil;Netral
hasil survei smrc baru lihat kalau pramono anung rano karno unggul;Positif
jateng elektabilitas ahmad luthfi mlorot mulyono grombolan badut nya rame karnaval buat ngedongkrak popularitas cagub mantan kapolda jateng bgtu ridwan kamil mlorot jg elektabilitas nya ujug doi nungul muke gileee jkt tnp rk sampang madura;Netral
hey paslon gubernur ajang debat bukan jatuh paslon lain papar program kalian;Negatif
jozz ini sentimen psi publik ganjar pranowo bibit waluyo had prabowo;Positif
sedia air bersih warga jakarta ahok gabung pal pam;Positif
siapa pilih;Netral
yuk yuuk persen dikit menang satu putar ingat coblos no;Positif
sukak jwbannya mas ganjar setdknya karuan bsok hari;Positif
jelekin orang diri sendiri ga bagus;Negatif
pak kalau debatcagub babak enggak rangin main serang paslon fokus bahas solusi program sendiri;Negatif
rido menang guru sejahtera;Positif
soal kampung bayam mas siap selesai gaduh jadi gubernur langsung keluar pergub;Positif
rakyat cerdas pilih kerja nyata;Positif
pak eko tanya soal rob tata kota pak bibit jawab wewenang walikota;Netral
sok kang;Netral
anis baswedan lucu banget debat cagub dki mengadaada banget hahaha;Negatif
pramdoel kerja rakyat;Positif
tim rumus debat kandidat dua pasang calon komitmen;Netral
mas pram jadi calon gubernur pertama tiga calon sambang salah satu kampus gera indonesia laen kapan;Positif
gimanasih kang;Netral
mas prambang doel satu ahokers anak abah mas pram satu kuat jakarta mantap lah rawan ahoker anak abah dukung paslon no suzuki arab kevin dick arhan garuda nathan lisa jakarta bahrain asia rcti;Positif
cuma ajang review kerja ko ahok doang menang simpati belaka;Negatif
alexis ancam tutup anies langsung isu pindah atletico juventus psg;Negatif
moga debat kandidat cagubcawagubdki mba najwa shihab;Positif
anies metamorfosa mario teguhchairil anwar;Positif
agus yudhoyono kalo sempet google blt india sama brazil gagal woy pecat timses;Negatif
mabok oc begini nih;Negatif
hingga kini jawab tekateki misterius;Netral
pramono anung pasti didik jakarta akses semua kalang peduli latar belakang langkah sangat penting cipta tara;Positif
calon gubernur nomor urut mas pramono bang rano jadi satu dukung ahok dukung anies jos jepang japan mike tyson;Positif
komitmen agus terimakasih bekal kemimpinan militer mayor;Positif
paslon cagub cawagub nomor urut pilkada jakarta ridwan kamilsuswono tiba lokasi debat dua pilkada jakarta hari;Netral
pramono anungrano karno pasang cctv seluruh rtrw jakarta cctv rusak curi warga pramonorano janji tetap pasang cctv tetap lihat masalah;Positif
calon gubernur jakarta nomor urut pramono anung ajak warga jakarta hadir kampanye akbar akhir paslon pramonorano kampanye akbar gelar gbk november hadir warga jakarta seru;Positif
jangan salah pilih gubernur;Positif
janji tingkat insentif pramono anung tunjuk harga apresiasi kerja keras kaderkader lapang motivasi kontribusi lebih banyak;Positif
pok silpi pake kylie jenner lipkit kayak;Netral
nista suswono punya hak imunitas cawagub pilkada jakarta kasus alm arswendo atmowilopo laku polling orang populer akibat nista nabi jerat tahun sama prakar;Negatif
calon wakil gubernur jakarta nomor urut suswono kata generasi gen perlu khawatir kait minim lapang kerja turut pasang ridwan kamilsuswono cipta banyak lapang kerja gen saksi;Positif
mana mungkin jenderal badan kekar otot kalah sama irjen letoyyy ngondek doyan wedok;Negatif
paling hibur pak dharma bicara lupa punya angsur p dapse;Netral
cagub jakarta nomor urut dharma pongrekun sebut daya rumput laut pulau ribu jadi bioenergi;Positif
warga jakarta partisipasi saksi debat tiga pilgub dki jakarta tahun komisi pilih umum kpu provinsi dki jakarta buka sempat tonton debat pilgub dki jakarta buat konten media sosial lho tahu;Positif
debatcagub cawagub jakarta warga jakarta pilih nomor neh pilih kerja nyata anti korupsi transparan;Positif
lalu beda rusun sama huni vertikal opo pam;Netral
mungkin coba inovasi buat river way perahu lintas sungai jakarta kemudian luas flyover butuh reality kata;Positif
calon gubernur jakarta dharma pongrekun menitikberatkan konsep bangun kota jakarta eksekusi bukan diskusi;Positif
debat pilgub dki jakarta panas tiga paslon adu visi misi program kerja masa depan jakarta siapa paling siap bawa ubah;Positif
rencana renovasi pasar minggu cakup tingkat aman area pasar sistem awas lebih baik pramono anung pasti unjung rasa aman nyaman belanja;Positif
mampu pramono anung respons harap emakemak cipinang tunjuk pimpin responsif siap dengar paham butuh masyarakat baik;Positif
dukung ahok setia bela ahok djarot terus maju bangsa negara;Positif
program pramdoel emang kaga ribet dah manusiawi manusia ketimbang program muluk jauh awang bangun super megah mobil terbang bersliweran langit jakarta imajinasi batas;Positif
renovasi pasar minggu pramono anung tekan penting sadar lingkung rencana edukasi masyarakat penting jaga bersih dukung inisiatif ramah lingkung pasar;Positif
mas milik karakter mudah serah layak orang gatot kaca tempur lebih dulu serang depan;Netral
kalo udah kek gin gimana yeekan kalo anies baswedan mas pram bang doel satu arti depan mata;Positif
debat susah ko;Negatif
gimana temanteman punya tanggap papar visi misi cagub cawagub dki jakarta barusan;Netral
mosok tanggung jwb pusat;Negatif
hrsnya justru tunjuk kalau rangkul lapis duduk jkt duduk jakarta agam agama;Netral
calon wakil gubernur jakarta nomor urut rano karno cerita kena masa jabat jadi gubernur banten sampai debat calon gubernur wakil gubernur jakarta hari;Positif
vote for jateng tanya soal industri kretek ganjar jawab sangat jelas tepat;Positif
lah kritik mah kapan kali liat noh debat pilgub dki pak ahok kritik dp tuh padahal waktu pak anies jadi gubernur malah;Negatif
warga jakarta pilih pramdoel masa depan jakarta coblos no;Positif
dana kampanye keluar paslon tau siapa hasrat jadi gubernur;Negatif
ga dong semua liat kan tv momon ngampanyein slh satu cagub nih hmmm;Negatif
calon gubernur jakarta nomor urut pramono anung tegas tak manfaat momen pilkada maju calon presiden pramono anung kata konsentrasi buat baik warga jakarta gimana kamu;Positif
solusi untk jakarta lebih baik n;Positif
pramono anung harap tarik minat anak muda libat bagai aktivitas olahraga budaya;Positif
sikap koh ahok salah atur enggak sih;Negatif
forum rantau mang jakarta dukung pram doel;Positif
cagub dki jakarta pramono anung hadir deklarasi dukung dpd konfederasi serikat kerja seluruh indonesia kspsi mas prambang doel gedung joang menteng kota jakarta pramono anung rano karno nyala;Positif
selau sportif apa jawab nya;Positif
warga jakarta turun banyuwangi siap menang bang doel pilkada jakarta;Positif
hasto yakin publik makin tahu kualitas ahokdjarot;Positif
keren mas pram sangat perhati disabilitas bahkan ajak kerja bumd swasta maupun perintah mulia sekali mas pram angkat derajat;Positif
go maju terus;Positif
perhati rute tuju lokasi debat cagub jakarta;Netral
pakar;Netral
survey melesaaat tinggi;Netral
paslon cagub cawagub favourite pic;Netral
nama pimpin punya kurang lebih kalo mao nyari banyak lebih mah suruh hokage tiga jadi gubernur;Negatif
incentive melulu apa sih si agus sembarang kayak;Negatif
pramono anung tunjuk peduli lingkung rencana tata kota lebih hijau lebih banyak ruang buka jaga imbang ekosistem;Positif
tema debat akhir kait lingkung masalah kerap hadir jakarta banjir polusi udara bakal lik solusi paslon bekal jakarta biar jadi kota layak huni bakal bahas sini;Positif
allah maha tahu sirat surat ingat hidup dunia cuma sebentar;Netral
lagu manis sayat hati gak rido;Negatif
gagas mas pram memang baik;Positif
mantap kih buat warga jakarta cagubcawagub nomor urut pramono anungrano karno siap bantu promosi umkm saing domestik maupun global;Positif
pramono anung paham betul penting peran emakemak bangun komunitas perhati tunjuk pimpin inklusif peduli;Positif
pramono anung tunjuk sikap buka inovasi baik sistem perintah layan publik jakarta dukung warga mang tambah semangat inovasi;Positif
ahhh emang udah jelas pak ahok baik banding anies;Positif
papar visi misi debat dua paslon nomor urut ridwan kamil suswono guna ai presentasi;Netral
hasil poling menang anies sandi menang no;Netral
jawab pramono usai doa dharma jadi presiden debat pilgub dki tegas jelas no kode;Netral
dukung mantan gubernur jakarta basuki tjahaja purnama anies baswedan kini satu dukung pasang pramono anung rano karno langkah tunjuk pramono mampu satu bagai elemen masyarakat jakarta lebih baik;Positif
apa pilih penting nyoblos nyoi ingat februari nyoblos;Netral
ayo tantang jujur lubuk hati paling siapa kalian pilih;Netral
haji lulung mulai ketar tir yah merhatiintimeline after;Netral
bikin seru warga luar dki lihat debat pilgub dki dulu lihat anies neutral good vs ahok lawful neutral beda dekat;Netral
kpu dki jakarta siap gelar debat pilgub paslon bakal adu gagas;Netral
optimis menang;Positif
bingung lah mosok tingkat debat gubernur argumen gak kira presentasi kelas bu;Negatif
siapa pilih saling hormat jelek paslon jakartayanglebihbaik;Positif
teori bahkan rakyat jawab realisasi kerja lihat;Netral
petjah dukung pramono anung rano karno membludak lokasi debat calon gubernur wakil gubernur jakarta;Positif
norak;Negatif
jadi tanya bu sylvi;Netral
bank mana kasih kredit rumah dp kalaupun selesai bayar kredit smp kapan om cm omdo aje;Negatif
sasar generasi muda cagub jakarta nomor urut pramono anung hadir turnamen mobile legend mnyala sama mpl community bahkan mobile legend bukan baru beliau;Positif
tum jakmania dukung mas pram nyata;Positif
visi jelas dukung warga mang pramono anung tekad bangun masa depan jakarta lebih baik sejahtera;Positif
agus sebut perintah ahok perintah asal bapak senang cawagubdki;Positif
coba tebak besok bakal meme ira koesno mohon bersabaar uji;Netral
ibarat tamu kondangan nih kira prasmanan eh nyata uda disiapin gadogado kerupuk ayem;Negatif
anies baswedan dukung mas pram bang doel salah nippon jepang japan;Netral
ahok jamin transparansi anggar apbd dki;Positif
debat dua cagub pilkada jakarta bakal gelar oktober datang;Netral
pasang cagub cawagub kaltim no urut jawab awang normatif kaku gak program jawab tanya;Negatif
janji sandang disabilitas kerja pemprov;Positif
buat dukung paslon berita nih;Netral
padahal rektor unnes lho sodara pakar didik tanya soal didik pasang pak bibit keteter;Negatif
agus sebut birokrasi akar masalah jakarta kompleks cawagubdki sylvianamurni;Netral
djarot tutup hibur malan simpang ahok rot bentar msuk industri asia tenggara;Netral
rekayasa lalu lintas debat pilgub dki laku jadi;Netral
warga jakarta selamat lihat bandung warga milik sah tanah dago elos selamat justru kang emil gak jabat;Netral
goblokgk paham rmh gk ngerti dtmbh oke oce brpihk rakyat miskiny salam;Negatif
wah tau ndukung ganjar nih tanya soal industri kretek ganjar jawab sangat jelas tepat;Positif
gimanasi konsep kang;Netral
siap pak jenderal perintah laksana perintah lbp rawan bravo deklarasi dukung pramono anung rano karno;Netral
rakyat bos layan;Negatif
